PERSONID,SUBJECT_Pref,SUBJECT_Pref_Level,SUBJECT_Teach_Mapping
100189,BIOLOGY,3,Science
100189,ENGLISH,2,English
100189,ESL,3,English
100189,MSGENERALIST,2,GeneralEd
100189,HISTORY,1,SocialStudies
100189,PREK,3,OtherSubjects
100189,ELEMENTARY,2,GeneralEd
100189,CHEMISTRY,3,Science
100189,SPANISH,3,ForeignLanguage
100189,SPED,3,GeneralEd
100189,ARTS,2,Humanities
100189,FRENCH,3,ForeignLanguage
100189,COMPUTERSCI,3,Math
101261,SPANISH,3,ForeignLanguage
101261,ELEMENTARY,1,GeneralEd
101261,ESL,2,English
101261,ARTS,2,Humanities
101261,BIOLOGY,3,Science
101261,HISTORY,3,SocialStudies
101261,MSGENSCIENCE,3,Science
101261,MSMATH,3,Math
101261,HSMATH,3,Math
101261,PREK,2,OtherSubjects
101261,FRENCH,3,ForeignLanguage
101261,HSGENSCIENCE,3,Science
101261,MUSIC,3,OtherSubjects
101261,BILINGUAL,3,ForeignLanguage
101261,ENGLISH,3,English
101261,CHEMISTRY,3,Science
101261,PHYSICS,3,Science
101261,MSGENERALIST,3,GeneralEd
101261,SPED,2,GeneralEd
101261,COMPUTERSCI,3,Math
107586,ENGLISH,1,English
107586,SPANISH,3,ForeignLanguage
107586,BILINGUAL,3,ForeignLanguage
107586,HSMATH,3,Math
107586,BIOLOGY,3,Science
107586,MSGENSCIENCE,3,Science
107586,PHYSICS,3,Science
107586,MUSIC,3,OtherSubjects
107586,HSGENSCIENCE,3,Science
107586,COMPUTERSCI,3,Math
107586,SPED,3,GeneralEd
107586,HISTORY,1,SocialStudies
107586,PREK,3,OtherSubjects
107586,ESL,3,English
107586,FRENCH,3,ForeignLanguage
107586,MSGENERALIST,3,GeneralEd
107586,CHEMISTRY,3,Science
107586,MSMATH,3,Math
107586,ELEMENTARY,3,GeneralEd
107586,ARTS,2,Humanities
106447,CHEMISTRY,3,Science
106447,BILINGUAL,3,ForeignLanguage
106447,ELEMENTARY,1,GeneralEd
106447,SPANISH,3,ForeignLanguage
106447,ARTS,3,Humanities
106447,HISTORY,2,SocialStudies
106447,COMPUTERSCI,3,Math
106447,PHYSICS,3,Science
106447,MSMATH,3,Math
106447,PREK,2,OtherSubjects
106447,MSGENSCIENCE,3,Science
106447,MUSIC,3,OtherSubjects
106447,SPED,2,GeneralEd
106447,ENGLISH,2,English
106447,ESL,3,English
106447,MSGENERALIST,3,GeneralEd
106447,BIOLOGY,3,Science
106447,HSGENSCIENCE,3,Science
106447,FRENCH,3,ForeignLanguage
106447,HSMATH,3,Math
101946,MUSIC,2,OtherSubjects
101946,BILINGUAL,3,ForeignLanguage
101946,MSMATH,2,Math
101946,HSMATH,3,Math
101946,FRENCH,3,ForeignLanguage
101946,ENGLISH,2,English
101946,PREK,1,OtherSubjects
101946,ARTS,1,Humanities
101946,BIOLOGY,2,Science
101946,HISTORY,1,SocialStudies
101946,ELEMENTARY,1,GeneralEd
101946,COMPUTERSCI,3,Math
101946,MSGENERALIST,2,GeneralEd
101946,SPED,1,GeneralEd
101946,PHYSICS,3,Science
101946,ESL,3,English
101946,MSGENSCIENCE,2,Science
101946,HSGENSCIENCE,2,Science
101946,SPANISH,3,ForeignLanguage
101946,CHEMISTRY,2,Science
109787,CHEMISTRY,3,Science
109787,ESL,1,English
109787,HSMATH,3,Math
109787,MSGENERALIST,2,GeneralEd
109787,COMPUTERSCI,2,Math
109787,SPANISH,1,ForeignLanguage
109787,BIOLOGY,3,Science
109787,MSGENSCIENCE,2,Science
109787,SPED,2,GeneralEd
109787,BILINGUAL,1,ForeignLanguage
109787,FRENCH,3,ForeignLanguage
109787,PHYSICS,3,Science
109787,HISTORY,2,SocialStudies
109787,ELEMENTARY,1,GeneralEd
109787,HSGENSCIENCE,3,Science
109787,MSMATH,3,Math
109787,ARTS,3,Humanities
109787,MUSIC,3,OtherSubjects
109787,PREK,1,OtherSubjects
109787,ENGLISH,2,English
108140,PHYSICS,1,Science
108140,SPANISH,3,ForeignLanguage
108140,MSGENSCIENCE,1,Science
108140,ESL,3,English
108140,HSMATH,3,Math
108140,FRENCH,3,ForeignLanguage
108140,PREK,3,OtherSubjects
108140,CHEMISTRY,3,Science
108140,MSMATH,1,Math
108140,ELEMENTARY,1,GeneralEd
108140,HSGENSCIENCE,3,Science
108140,COMPUTERSCI,3,Math
108140,HISTORY,1,SocialStudies
108140,SPED,2,GeneralEd
108140,ENGLISH,1,English
108140,BILINGUAL,3,ForeignLanguage
108140,MSGENERALIST,2,GeneralEd
108140,BIOLOGY,3,Science
108140,ARTS,3,Humanities
108140,MUSIC,1,OtherSubjects
108142,BILINGUAL,3,ForeignLanguage
108142,HSMATH,1,Math
108142,ARTS,1,Humanities
108142,ENGLISH,1,English
108142,PREK,1,OtherSubjects
108142,SPED,1,GeneralEd
108142,ELEMENTARY,1,GeneralEd
108142,PHYSICS,3,Science
108142,MUSIC,1,OtherSubjects
108142,FRENCH,1,ForeignLanguage
108142,MSGENSCIENCE,1,Science
108142,HISTORY,1,SocialStudies
108142,ESL,1,English
108142,MSGENERALIST,1,GeneralEd
108142,BIOLOGY,1,Science
108142,MSMATH,1,Math
108142,CHEMISTRY,3,Science
108142,COMPUTERSCI,3,Math
108142,SPANISH,3,ForeignLanguage
108142,HSGENSCIENCE,1,Science
108688,MSMATH,1,Math
108688,FRENCH,3,ForeignLanguage
108688,HISTORY,2,SocialStudies
108688,ENGLISH,2,English
108688,SPED,3,GeneralEd
108688,PREK,3,OtherSubjects
108688,CHEMISTRY,1,Science
108688,ESL,3,English
108688,ARTS,3,Humanities
108688,MUSIC,3,OtherSubjects
108688,HSMATH,1,Math
108688,BIOLOGY,1,Science
108688,SPANISH,3,ForeignLanguage
108688,MSGENERALIST,1,GeneralEd
108688,MSGENSCIENCE,1,Science
108688,BILINGUAL,3,ForeignLanguage
108688,COMPUTERSCI,2,Math
108688,HSGENSCIENCE,1,Science
108688,PHYSICS,1,Science
108688,ELEMENTARY,3,GeneralEd
109851,HISTORY,1,SocialStudies
109851,PREK,3,OtherSubjects
109851,BIOLOGY,3,Science
109851,MSGENSCIENCE,3,Science
109851,HSMATH,2,Math
109851,ELEMENTARY,2,GeneralEd
109851,PHYSICS,3,Science
109851,CHEMISTRY,3,Science
109851,HSGENSCIENCE,2,Science
109851,MSMATH,2,Math
109851,SPED,2,GeneralEd
109851,COMPUTERSCI,2,Math
109851,SPANISH,3,ForeignLanguage
109851,ARTS,3,Humanities
109851,ESL,3,English
109851,ENGLISH,1,English
109851,MUSIC,2,OtherSubjects
109851,FRENCH,3,ForeignLanguage
109851,BILINGUAL,3,ForeignLanguage
109851,MSGENERALIST,1,GeneralEd
104605,HSGENSCIENCE,1,Science
104605,SPANISH,3,ForeignLanguage
104605,ARTS,3,Humanities
104605,MSGENSCIENCE,1,Science
104605,ELEMENTARY,1,GeneralEd
104605,COMPUTERSCI,2,Math
104605,SPED,3,GeneralEd
104605,ENGLISH,1,English
104605,MSMATH,1,Math
104605,BIOLOGY,1,Science
104605,PREK,3,OtherSubjects
104605,HSMATH,1,Math
104605,BILINGUAL,3,ForeignLanguage
104605,MSGENERALIST,2,GeneralEd
104605,ESL,3,English
104605,HISTORY,2,SocialStudies
104605,CHEMISTRY,3,Science
104605,FRENCH,3,ForeignLanguage
104605,PHYSICS,3,Science
104605,MUSIC,3,OtherSubjects
101377,HSGENSCIENCE,3,Science
101377,ELEMENTARY,3,GeneralEd
101377,BILINGUAL,3,ForeignLanguage
101377,MUSIC,3,OtherSubjects
101377,PHYSICS,3,Science
101377,SPED,3,GeneralEd
101377,HSMATH,3,Math
101377,ESL,1,English
101377,HISTORY,1,SocialStudies
101377,ENGLISH,1,English
101377,MSMATH,3,Math
101377,COMPUTERSCI,3,Math
101377,SPANISH,3,ForeignLanguage
101377,ARTS,3,Humanities
101377,PREK,2,OtherSubjects
101377,MSGENSCIENCE,3,Science
101377,MSGENERALIST,3,GeneralEd
101377,FRENCH,2,ForeignLanguage
101377,BIOLOGY,3,Science
101377,CHEMISTRY,3,Science
103632,ENGLISH,2,English
103632,MUSIC,3,OtherSubjects
103632,HSMATH,3,Math
103632,ARTS,2,Humanities
103632,BILINGUAL,3,ForeignLanguage
103632,SPANISH,3,ForeignLanguage
103632,CHEMISTRY,3,Science
103632,ELEMENTARY,1,GeneralEd
103632,COMPUTERSCI,3,Math
103632,PHYSICS,3,Science
103632,MSGENERALIST,2,GeneralEd
103632,HSGENSCIENCE,2,Science
103632,HISTORY,1,SocialStudies
103632,MSGENSCIENCE,2,Science
103632,BIOLOGY,3,Science
103632,PREK,1,OtherSubjects
103632,SPED,1,GeneralEd
103632,FRENCH,3,ForeignLanguage
103632,ESL,3,English
103632,MSMATH,3,Math
107861,MSGENSCIENCE,2,Science
107861,PHYSICS,3,Science
107861,ENGLISH,3,English
107861,CHEMISTRY,3,Science
107861,FRENCH,3,ForeignLanguage
107861,MUSIC,3,OtherSubjects
107861,BILINGUAL,3,ForeignLanguage
107861,ELEMENTARY,1,GeneralEd
107861,ESL,2,English
107861,HSGENSCIENCE,3,Science
107861,SPANISH,3,ForeignLanguage
107861,ARTS,2,Humanities
107861,PREK,1,OtherSubjects
107861,HSMATH,2,Math
107861,BIOLOGY,3,Science
107861,HISTORY,2,SocialStudies
107861,MSMATH,2,Math
107861,SPED,3,GeneralEd
107861,COMPUTERSCI,3,Math
107861,MSGENERALIST,2,GeneralEd
105740,MUSIC,3,OtherSubjects
105740,PHYSICS,3,Science
105740,HISTORY,1,SocialStudies
105740,SPED,3,GeneralEd
105740,MSGENSCIENCE,3,Science
105740,BIOLOGY,2,Science
105740,BILINGUAL,3,ForeignLanguage
105740,MSMATH,2,Math
105740,HSGENSCIENCE,3,Science
105740,COMPUTERSCI,3,Math
105740,CHEMISTRY,2,Science
105740,ARTS,2,Humanities
105740,HSMATH,3,Math
105740,PREK,3,OtherSubjects
105740,ESL,3,English
105740,FRENCH,2,ForeignLanguage
105740,ELEMENTARY,3,GeneralEd
105740,MSGENERALIST,2,GeneralEd
105740,ENGLISH,1,English
105740,SPANISH,3,ForeignLanguage
104281,ESL,3,English
104281,BILINGUAL,3,ForeignLanguage
104281,HSMATH,1,Math
104281,HSGENSCIENCE,1,Science
104281,FRENCH,3,ForeignLanguage
104281,SPANISH,3,ForeignLanguage
104281,MSGENERALIST,3,GeneralEd
104281,HISTORY,2,SocialStudies
104281,PREK,3,OtherSubjects
104281,SPED,3,GeneralEd
104281,COMPUTERSCI,2,Math
104281,MSGENSCIENCE,2,Science
104281,CHEMISTRY,1,Science
104281,ELEMENTARY,3,GeneralEd
104281,ENGLISH,3,English
104281,MSMATH,2,Math
104281,ARTS,3,Humanities
104281,PHYSICS,1,Science
104281,BIOLOGY,3,Science
104281,MUSIC,3,OtherSubjects
103043,MSGENERALIST,1,GeneralEd
103043,MSGENSCIENCE,3,Science
103043,HISTORY,1,SocialStudies
103043,MSMATH,3,Math
103043,ARTS,2,Humanities
103043,HSMATH,3,Math
103043,BIOLOGY,2,Science
103043,ELEMENTARY,2,GeneralEd
103043,SPED,3,GeneralEd
103043,ESL,1,English
103043,BILINGUAL,1,ForeignLanguage
103043,HSGENSCIENCE,3,Science
103043,COMPUTERSCI,3,Math
103043,PREK,3,OtherSubjects
103043,PHYSICS,3,Science
103043,FRENCH,3,ForeignLanguage
103043,ENGLISH,1,English
103043,MUSIC,3,OtherSubjects
103043,CHEMISTRY,3,Science
103043,SPANISH,1,ForeignLanguage
103437,SPANISH,3,ForeignLanguage
103437,COMPUTERSCI,3,Math
103437,PREK,1,OtherSubjects
103437,ESL,1,English
103437,BIOLOGY,2,Science
103437,HISTORY,1,SocialStudies
103437,HSGENSCIENCE,2,Science
103437,MSMATH,3,Math
103437,HSMATH,3,Math
103437,PHYSICS,3,Science
103437,MSGENSCIENCE,2,Science
103437,ELEMENTARY,1,GeneralEd
103437,BILINGUAL,3,ForeignLanguage
103437,ENGLISH,1,English
103437,MSGENERALIST,2,GeneralEd
103437,ARTS,2,Humanities
103437,SPED,2,GeneralEd
103437,FRENCH,3,ForeignLanguage
103437,MUSIC,2,OtherSubjects
103437,CHEMISTRY,3,Science
100269,SPANISH,3,ForeignLanguage
100269,FRENCH,3,ForeignLanguage
100269,PREK,2,OtherSubjects
100269,CHEMISTRY,3,Science
100269,HSGENSCIENCE,3,Science
100269,PHYSICS,3,Science
100269,COMPUTERSCI,3,Math
100269,HSMATH,3,Math
100269,BIOLOGY,3,Science
100269,BILINGUAL,3,ForeignLanguage
100269,ELEMENTARY,1,GeneralEd
100269,MSGENSCIENCE,3,Science
100269,MSGENERALIST,3,GeneralEd
100269,MSMATH,3,Math
100269,ESL,3,English
100269,HISTORY,3,SocialStudies
100269,ARTS,3,Humanities
100269,SPED,3,GeneralEd
100269,MUSIC,3,OtherSubjects
100269,ENGLISH,3,English
102817,MSGENSCIENCE,3,Science
102817,BIOLOGY,3,Science
102817,HSGENSCIENCE,3,Science
102817,MSMATH,3,Math
102817,SPED,3,GeneralEd
102817,HSMATH,3,Math
102817,MSGENERALIST,2,GeneralEd
102817,FRENCH,3,ForeignLanguage
102817,PHYSICS,3,Science
102817,ENGLISH,1,English
102817,ARTS,2,Humanities
102817,BILINGUAL,3,ForeignLanguage
102817,ESL,3,English
102817,ELEMENTARY,1,GeneralEd
102817,HISTORY,1,SocialStudies
102817,SPANISH,3,ForeignLanguage
102817,MUSIC,2,OtherSubjects
102817,CHEMISTRY,3,Science
102817,COMPUTERSCI,2,Math
102817,PREK,2,OtherSubjects
106872,PREK,2,OtherSubjects
106872,BIOLOGY,2,Science
106872,CHEMISTRY,3,Science
106872,ENGLISH,1,English
106872,MSMATH,2,Math
106872,HISTORY,1,SocialStudies
106872,ARTS,2,Humanities
106872,ELEMENTARY,2,GeneralEd
106872,SPED,2,GeneralEd
106872,PHYSICS,3,Science
106872,MSGENSCIENCE,2,Science
106872,FRENCH,3,ForeignLanguage
106872,MUSIC,3,OtherSubjects
106872,MSGENERALIST,2,GeneralEd
106872,SPANISH,3,ForeignLanguage
106872,BILINGUAL,3,ForeignLanguage
106872,ESL,2,English
106872,HSGENSCIENCE,2,Science
106872,COMPUTERSCI,3,Math
106872,HSMATH,2,Math
103352,HSMATH,3,Math
103352,HISTORY,3,SocialStudies
103352,HSGENSCIENCE,3,Science
103352,BILINGUAL,3,ForeignLanguage
103352,MSGENSCIENCE,3,Science
103352,MUSIC,3,OtherSubjects
103352,COMPUTERSCI,3,Math
103352,PHYSICS,3,Science
103352,MSGENERALIST,3,GeneralEd
103352,MSMATH,3,Math
103352,FRENCH,3,ForeignLanguage
103352,ESL,3,English
103352,ARTS,3,Humanities
103352,SPANISH,3,ForeignLanguage
103352,SPED,2,GeneralEd
103352,PREK,3,OtherSubjects
103352,ENGLISH,3,English
103352,CHEMISTRY,3,Science
103352,ELEMENTARY,1,GeneralEd
103352,BIOLOGY,3,Science
108631,MSGENSCIENCE,3,Science
108631,CHEMISTRY,3,Science
108631,PREK,2,OtherSubjects
108631,BIOLOGY,3,Science
108631,HSGENSCIENCE,3,Science
108631,MSGENERALIST,2,GeneralEd
108631,ELEMENTARY,1,GeneralEd
108631,COMPUTERSCI,3,Math
108631,ARTS,3,Humanities
108631,MUSIC,3,OtherSubjects
108631,ESL,3,English
108631,HISTORY,3,SocialStudies
108631,SPED,3,GeneralEd
108631,BILINGUAL,3,ForeignLanguage
108631,ENGLISH,3,English
108631,MSMATH,3,Math
108631,FRENCH,3,ForeignLanguage
108631,PHYSICS,3,Science
108631,HSMATH,3,Math
108631,SPANISH,3,ForeignLanguage
109501,CHEMISTRY,3,Science
109501,MSGENSCIENCE,3,Science
109501,MUSIC,3,OtherSubjects
109501,ELEMENTARY,2,GeneralEd
109501,ESL,2,English
109501,SPANISH,3,ForeignLanguage
109501,MSGENERALIST,2,GeneralEd
109501,HISTORY,1,SocialStudies
109501,SPED,2,GeneralEd
109501,BIOLOGY,3,Science
109501,HSMATH,3,Math
109501,FRENCH,3,ForeignLanguage
109501,BILINGUAL,3,ForeignLanguage
109501,PREK,3,OtherSubjects
109501,ENGLISH,1,English
109501,PHYSICS,3,Science
109501,MSMATH,3,Math
109501,HSGENSCIENCE,3,Science
109501,COMPUTERSCI,3,Math
109501,ARTS,3,Humanities
105233,FRENCH,3,ForeignLanguage
105233,BIOLOGY,3,Science
105233,HISTORY,1,SocialStudies
105233,ARTS,2,Humanities
105233,ENGLISH,1,English
105233,COMPUTERSCI,2,Math
105233,MUSIC,2,OtherSubjects
105233,ELEMENTARY,1,GeneralEd
105233,BILINGUAL,3,ForeignLanguage
105233,MSMATH,2,Math
105233,MSGENERALIST,1,GeneralEd
105233,MSGENSCIENCE,2,Science
105233,HSGENSCIENCE,2,Science
105233,SPED,2,GeneralEd
105233,HSMATH,3,Math
105233,PREK,1,OtherSubjects
105233,SPANISH,3,ForeignLanguage
105233,ESL,2,English
105233,PHYSICS,3,Science
105233,CHEMISTRY,3,Science
100647,PHYSICS,3,Science
100647,ESL,1,English
100647,MSGENSCIENCE,2,Science
100647,COMPUTERSCI,2,Math
100647,FRENCH,2,ForeignLanguage
100647,CHEMISTRY,3,Science
100647,MSMATH,3,Math
100647,SPANISH,2,ForeignLanguage
100647,PREK,1,OtherSubjects
100647,ARTS,1,Humanities
100647,HSMATH,3,Math
100647,MSGENERALIST,1,GeneralEd
100647,ENGLISH,1,English
100647,ELEMENTARY,1,GeneralEd
100647,HISTORY,1,SocialStudies
100647,MUSIC,3,OtherSubjects
100647,BIOLOGY,3,Science
100647,SPED,1,GeneralEd
100647,BILINGUAL,2,ForeignLanguage
100647,HSGENSCIENCE,2,Science
108220,ENGLISH,1,English
108220,MSGENERALIST,1,GeneralEd
108220,SPED,1,GeneralEd
108220,SPANISH,3,ForeignLanguage
108220,BILINGUAL,3,ForeignLanguage
108220,MSMATH,1,Math
108220,ARTS,1,Humanities
108220,ELEMENTARY,1,GeneralEd
108220,HSGENSCIENCE,2,Science
108220,FRENCH,1,ForeignLanguage
108220,MSGENSCIENCE,2,Science
108220,PHYSICS,3,Science
108220,HISTORY,1,SocialStudies
108220,HSMATH,1,Math
108220,ESL,3,English
108220,MUSIC,3,OtherSubjects
108220,BIOLOGY,3,Science
108220,COMPUTERSCI,3,Math
108220,PREK,1,OtherSubjects
108220,CHEMISTRY,3,Science
100586,PHYSICS,3,Science
100586,BIOLOGY,3,Science
100586,HISTORY,3,SocialStudies
100586,MSGENERALIST,3,GeneralEd
100586,ELEMENTARY,1,GeneralEd
100586,MSGENSCIENCE,3,Science
100586,ENGLISH,2,English
100586,ARTS,3,Humanities
100586,FRENCH,3,ForeignLanguage
100586,SPANISH,3,ForeignLanguage
100586,COMPUTERSCI,3,Math
100586,SPED,3,GeneralEd
100586,PREK,2,OtherSubjects
100586,ESL,1,English
100586,HSMATH,3,Math
100586,CHEMISTRY,3,Science
100586,MUSIC,3,OtherSubjects
100586,MSMATH,3,Math
100586,BILINGUAL,3,ForeignLanguage
100586,HSGENSCIENCE,3,Science
101974,CHEMISTRY,3,Science
101974,HSGENSCIENCE,3,Science
101974,MUSIC,3,OtherSubjects
101974,MSMATH,3,Math
101974,ELEMENTARY,1,GeneralEd
101974,HISTORY,3,SocialStudies
101974,COMPUTERSCI,3,Math
101974,PHYSICS,3,Science
101974,ENGLISH,3,English
101974,HSMATH,3,Math
101974,FRENCH,3,ForeignLanguage
101974,ESL,3,English
101974,PREK,1,OtherSubjects
101974,SPED,3,GeneralEd
101974,BIOLOGY,3,Science
101974,BILINGUAL,3,ForeignLanguage
101974,SPANISH,3,ForeignLanguage
101974,MSGENERALIST,3,GeneralEd
101974,MSGENSCIENCE,3,Science
101974,ARTS,3,Humanities
100050,CHEMISTRY,2,Science
100050,MUSIC,3,OtherSubjects
100050,HISTORY,1,SocialStudies
100050,ESL,3,English
100050,PHYSICS,2,Science
100050,ENGLISH,2,English
100050,BIOLOGY,1,Science
100050,COMPUTERSCI,1,Math
100050,ELEMENTARY,2,GeneralEd
100050,SPANISH,3,ForeignLanguage
100050,ARTS,3,Humanities
100050,MSGENSCIENCE,1,Science
100050,HSGENSCIENCE,1,Science
100050,FRENCH,3,ForeignLanguage
100050,MSMATH,1,Math
100050,SPED,3,GeneralEd
100050,MSGENERALIST,1,GeneralEd
100050,HSMATH,1,Math
100050,PREK,3,OtherSubjects
100050,BILINGUAL,3,ForeignLanguage
101508,ENGLISH,1,English
101508,HISTORY,1,SocialStudies
101508,PHYSICS,1,Science
101508,MUSIC,2,OtherSubjects
101508,MSGENSCIENCE,1,Science
101508,CHEMISTRY,1,Science
101508,MSMATH,1,Math
101508,HSGENSCIENCE,1,Science
101508,BILINGUAL,3,ForeignLanguage
101508,MSGENERALIST,1,GeneralEd
101508,FRENCH,3,ForeignLanguage
101508,COMPUTERSCI,3,Math
101508,PREK,3,OtherSubjects
101508,SPANISH,3,ForeignLanguage
101508,BIOLOGY,1,Science
101508,ESL,3,English
101508,SPED,3,GeneralEd
101508,HSMATH,2,Math
101508,ARTS,2,Humanities
101508,ELEMENTARY,2,GeneralEd
107075,MSMATH,2,Math
107075,FRENCH,3,ForeignLanguage
107075,HISTORY,3,SocialStudies
107075,BIOLOGY,1,Science
107075,COMPUTERSCI,2,Math
107075,PREK,3,OtherSubjects
107075,HSMATH,1,Math
107075,SPED,3,GeneralEd
107075,ELEMENTARY,3,GeneralEd
107075,MSGENERALIST,3,GeneralEd
107075,ARTS,3,Humanities
107075,CHEMISTRY,1,Science
107075,BILINGUAL,3,ForeignLanguage
107075,MUSIC,3,OtherSubjects
107075,ENGLISH,3,English
107075,PHYSICS,1,Science
107075,ESL,3,English
107075,SPANISH,3,ForeignLanguage
107075,MSGENSCIENCE,2,Science
107075,HSGENSCIENCE,1,Science
108105,CHEMISTRY,3,Science
108105,HSGENSCIENCE,2,Science
108105,MSGENERALIST,1,GeneralEd
108105,BILINGUAL,2,ForeignLanguage
108105,MUSIC,3,OtherSubjects
108105,MSMATH,3,Math
108105,MSGENSCIENCE,2,Science
108105,FRENCH,3,ForeignLanguage
108105,ENGLISH,1,English
108105,COMPUTERSCI,2,Math
108105,HISTORY,1,SocialStudies
108105,ELEMENTARY,1,GeneralEd
108105,HSMATH,3,Math
108105,PREK,1,OtherSubjects
108105,SPED,2,GeneralEd
108105,ARTS,2,Humanities
108105,ESL,1,English
108105,BIOLOGY,3,Science
108105,SPANISH,1,ForeignLanguage
108105,PHYSICS,3,Science
109363,BIOLOGY,3,Science
109363,ENGLISH,1,English
109363,HSGENSCIENCE,3,Science
109363,ESL,2,English
109363,SPANISH,2,ForeignLanguage
109363,MSGENERALIST,2,GeneralEd
109363,ARTS,3,Humanities
109363,FRENCH,3,ForeignLanguage
109363,MSGENSCIENCE,3,Science
109363,MUSIC,3,OtherSubjects
109363,HISTORY,1,SocialStudies
109363,PHYSICS,3,Science
109363,MSMATH,3,Math
109363,ELEMENTARY,3,GeneralEd
109363,PREK,3,OtherSubjects
109363,COMPUTERSCI,3,Math
109363,HSMATH,3,Math
109363,BILINGUAL,2,ForeignLanguage
109363,SPED,3,GeneralEd
109363,CHEMISTRY,3,Science
100545,PHYSICS,3,Science
100545,PREK,2,OtherSubjects
100545,MSGENSCIENCE,3,Science
100545,MSMATH,3,Math
100545,COMPUTERSCI,3,Math
100545,SPANISH,3,ForeignLanguage
100545,ENGLISH,2,English
100545,ESL,3,English
100545,ARTS,3,Humanities
100545,BILINGUAL,3,ForeignLanguage
100545,ELEMENTARY,1,GeneralEd
100545,HISTORY,2,SocialStudies
100545,CHEMISTRY,3,Science
100545,SPED,3,GeneralEd
100545,HSMATH,3,Math
100545,FRENCH,3,ForeignLanguage
100545,MUSIC,3,OtherSubjects
100545,BIOLOGY,3,Science
100545,HSGENSCIENCE,3,Science
100545,MSGENERALIST,3,GeneralEd
107820,SPED,1,GeneralEd
107820,COMPUTERSCI,3,Math
107820,BILINGUAL,1,ForeignLanguage
107820,HSGENSCIENCE,3,Science
107820,MUSIC,3,OtherSubjects
107820,MSMATH,3,Math
107820,HISTORY,3,SocialStudies
107820,FRENCH,3,ForeignLanguage
107820,PHYSICS,3,Science
107820,PREK,2,OtherSubjects
107820,HSMATH,3,Math
107820,ELEMENTARY,2,GeneralEd
107820,CHEMISTRY,3,Science
107820,ESL,1,English
107820,MSGENSCIENCE,3,Science
107820,ENGLISH,3,English
107820,BIOLOGY,3,Science
107820,SPANISH,2,ForeignLanguage
107820,ARTS,3,Humanities
107820,MSGENERALIST,3,GeneralEd
105785,PHYSICS,3,Science
105785,ARTS,3,Humanities
105785,BIOLOGY,3,Science
105785,HISTORY,1,SocialStudies
105785,HSGENSCIENCE,3,Science
105785,FRENCH,3,ForeignLanguage
105785,HSMATH,3,Math
105785,MUSIC,3,OtherSubjects
105785,SPANISH,2,ForeignLanguage
105785,BILINGUAL,3,ForeignLanguage
105785,MSMATH,3,Math
105785,ELEMENTARY,3,GeneralEd
105785,PREK,3,OtherSubjects
105785,CHEMISTRY,3,Science
105785,MSGENERALIST,2,GeneralEd
105785,ESL,3,English
105785,SPED,3,GeneralEd
105785,COMPUTERSCI,3,Math
105785,ENGLISH,1,English
105785,MSGENSCIENCE,3,Science
107216,SPANISH,3,ForeignLanguage
107216,MSGENSCIENCE,2,Science
107216,BIOLOGY,2,Science
107216,ELEMENTARY,2,GeneralEd
107216,ARTS,1,Humanities
107216,HSGENSCIENCE,2,Science
107216,MUSIC,3,OtherSubjects
107216,HISTORY,3,SocialStudies
107216,ESL,3,English
107216,CHEMISTRY,3,Science
107216,MSMATH,1,Math
107216,HSMATH,1,Math
107216,BILINGUAL,3,ForeignLanguage
107216,ENGLISH,3,English
107216,FRENCH,3,ForeignLanguage
107216,PHYSICS,1,Science
107216,PREK,3,OtherSubjects
107216,COMPUTERSCI,3,Math
107216,SPED,3,GeneralEd
107216,MSGENERALIST,3,GeneralEd
103234,COMPUTERSCI,3,Math
103234,BIOLOGY,2,Science
103234,HSMATH,3,Math
103234,MUSIC,3,OtherSubjects
103234,ELEMENTARY,3,GeneralEd
103234,MSGENSCIENCE,3,Science
103234,HISTORY,1,SocialStudies
103234,PREK,3,OtherSubjects
103234,FRENCH,3,ForeignLanguage
103234,SPED,3,GeneralEd
103234,MSMATH,3,Math
103234,HSGENSCIENCE,2,Science
103234,ESL,2,English
103234,SPANISH,3,ForeignLanguage
103234,MSGENERALIST,2,GeneralEd
103234,BILINGUAL,3,ForeignLanguage
103234,CHEMISTRY,3,Science
103234,ARTS,3,Humanities
103234,ENGLISH,1,English
103234,PHYSICS,3,Science
100662,HSGENSCIENCE,3,Science
100662,SPED,3,GeneralEd
100662,HISTORY,1,SocialStudies
100662,MSMATH,2,Math
100662,SPANISH,3,ForeignLanguage
100662,PHYSICS,3,Science
100662,BIOLOGY,3,Science
100662,ENGLISH,1,English
100662,MUSIC,2,OtherSubjects
100662,FRENCH,3,ForeignLanguage
100662,ESL,3,English
100662,HSMATH,2,Math
100662,PREK,3,OtherSubjects
100662,MSGENSCIENCE,3,Science
100662,CHEMISTRY,3,Science
100662,COMPUTERSCI,3,Math
100662,ELEMENTARY,1,GeneralEd
100662,ARTS,1,Humanities
100662,MSGENERALIST,1,GeneralEd
100662,BILINGUAL,3,ForeignLanguage
106543,ESL,1,English
106543,HSMATH,2,Math
106543,SPANISH,3,ForeignLanguage
106543,BILINGUAL,3,ForeignLanguage
106543,FRENCH,3,ForeignLanguage
106543,ARTS,1,Humanities
106543,PREK,3,OtherSubjects
106543,PHYSICS,3,Science
106543,COMPUTERSCI,2,Math
106543,MSGENERALIST,1,GeneralEd
106543,HSGENSCIENCE,3,Science
106543,MSMATH,3,Math
106543,HISTORY,1,SocialStudies
