PERSONID,REGION_CODE,REGION_Pref_Level,REGION_Pref_Rank
107246,426,2,2
101006,407,3,1
101006,413,1,4
101006,403,1,1
101006,423,1,3
101006,430,1,5
101006,405,2,3
101006,424,3,2
101006,417,1,2
101006,410,2,2
101006,406,2,1
100764,454,2,2
100764,430,3,1
100764,433,2,3
100764,NA,1,2
100764,401,3,1
100764,416,1,5
100764,400,1,3
100764,419,2,1
100764,403,1,1
100764,429,1,4
101473,421,1,3
101473,NA,3,1
101473,410,2,3
101473,432,2,1
101473,409,1,3
101473,438,1,3
101473,403,3,2
101473,424,1,2
101473,430,2,3
101473,439,2,2
101473,429,2,4
101473,404,1,1
101473,402,2,2
106076,438,1,4
106076,406,1,1
106076,404,2,2
106076,454,3,1
106076,433,3,2
106076,438,1,2
106076,414,2,1
106076,434,1,3
106076,NA,1,5
106076,407,2,3
107850,419,1,3
107850,427,2,1
107850,416,2,1
107850,411,3,1
107850,440,3,1
107850,423,1,1
107850,417,1,1
107850,432,1,2
107850,NA,1,2
107850,409,2,2
107850,403,1,1
108038,422,2,1
108038,448,3,1
108038,412,3,1
108038,414,3,1
108038,404,3,1
108038,405,3,1
108038,407,3,1
108038,423,1,1
108038,446,3,1
108038,402,3,1
108763,409,2,4
108763,439,1,2
108763,419,2,2
108763,417,2,3
108763,405,1,5
108763,424,1,1
108763,404,3,1
108763,402,1,3
108763,429,2,1
108763,423,1,4
101608,444,1,2
101608,438,1,3
101608,437,1,5
101608,406,2,1
101608,NA,2,2
101608,432,1,1
101608,448,3,1
101608,438,1,4
101608,446,1,6
101608,419,2,4
101608,414,2,3
108428,405,1,6
108428,NA,3,8
108428,437,3,7
108428,409,1,5
108428,446,3,9
108428,423,1,1
108428,407,1,4
108428,444,3,10
108428,439,1,3
108428,404,1,2
106207,416,1,3
106207,438,1,2
106207,434,1,1
106207,435,1,3
106207,454,2,1
106207,446,2,1
106207,437,2,1
106207,433,2,1
106207,446,2,1
106207,409,2,1
106207,406,1,3
106207,430,1,3
107046,417,3,1
107046,424,2,2
107046,404,2,1
107046,434,2,1
107046,410,1,1
107046,429,2,2
107046,409,3,1
107046,426,3,2
107046,421,1,1
107046,412,2,2
109672,432,2,3
109672,426,3,2
109672,424,2,1
109672,410,1,4
109672,415,2,2
109672,423,1,2
109672,448,1,1
109672,402,1,5
109672,422,1,3
109672,438,3,1
105863,411,1,6
105863,417,1,3
105863,408,2,1
105863,431,2,3
105863,410,1,2
105863,441,3,2
105863,400,2,2
105863,403,1,4
105863,409,3,1
105863,429,1,1
105863,404,1,5
105863,421,2,4
106427,419,1,1
106427,438,1,2
106427,409,3,1
106427,405,1,2
106427,404,2,2
106427,424,2,2
106427,400,2,2
106427,411,2,1
106427,413,3,2
106427,403,1,1
106427,410,1,1
106427,421,1,2
102279,400,1,1
102279,429,1,1
102279,430,2,1
102279,446,1,2
102279,403,1,1
102279,423,3,1
102279,410,3,1
102279,413,1,2
102279,405,1,1
102279,446,1,1
102279,406,2,1
102279,418,1,1
102279,420,1,3
101314,432,3,4
101314,417,3,2
101314,419,3,1
101314,400,3,1
101314,405,3,3
101314,407,3,1
101314,439,3,1
101314,404,1,1
101314,403,3,1
101314,423,3,1
101017,429,1,2
101017,NA,1,3
101017,403,1,1
101017,411,2,1
101017,406,2,7
101017,NA,1,4
101017,430,2,1
101017,414,1,5
101017,416,2,6
101017,432,1,2
104699,431,1,4
104699,421,1,2
104699,433,2,1
104699,446,2,3
104699,437,3,1
104699,434,1,1
104699,454,2,1
104699,438,1,3
104699,438,3,1
104699,412,1,1
104613,NA,3,2
104613,413,1,2
104613,NA,1,4
104613,406,1,3
104613,430,1,1
104613,400,2,3
104613,402,2,2
104613,424,2,1
104613,403,3,3
104613,419,3,1
107451,443,3,1
107451,438,3,1
107451,402,2,1
107451,437,1,1
107451,439,3,1
107451,407,3,1
107451,423,3,2
107451,426,2,2
107451,410,1,2
107451,424,3,3
105877,430,3,2
105877,400,3,1
105877,436,3,2
105877,427,3,2
105877,446,3,2
105877,435,3,1
105877,417,1,1
105877,NA,3,2
105877,429,3,2
105877,441,3,1
107884,403,1,4
107884,424,1,3
107884,422,1,2
107884,429,2,1
107884,410,1,3
107884,NA,3,2
107884,423,1,1
107884,417,3,1
107884,404,2,1
107884,419,2,1
102609,438,3,10
102609,423,2,8
102609,402,2,4
102609,434,2,6
102609,406,2,4
102609,422,3,10
102609,405,1,1
102609,435,1,2
102609,448,3,9
102609,407,1,3
102609,431,2,5
108329,411,3,2
108329,432,1,1
108329,429,2,1
108329,414,2,3
108329,427,3,1
108329,416,2,4
108329,430,2,5
108329,438,2,2
108329,426,1,3
108329,419,1,3
108329,423,1,2
107805,424,2,8
107805,423,1,4
107805,448,3,10
107805,410,2,7
107805,404,1,3
107805,422,1,5
107805,407,1,1
107805,439,1,2
107805,426,3,9
107805,402,2,6
102927,416,3,1
102927,400,1,1
102927,440,1,1
102927,406,1,1
102927,413,1,1
102927,403,2,1
102927,427,3,1
102927,436,3,1
102927,430,1,1
102927,419,2,1
106961,NA,3,2
106961,413,3,1
106961,438,3,2
106961,403,3,4
106961,438,2,1
106961,410,3,1
106961,419,3,2
106961,421,2,1
106961,400,1,1
106961,406,3,1
108351,410,2,1
108351,440,1,3
108351,436,2,1
108351,403,1,1
108351,413,1,2
108351,430,1,2
108351,423,1,3
108351,405,3,1
108351,412,3,2
108351,406,1,3
108351,404,1,2
108351,439,3,1
100606,400,1,4
100606,402,1,2
100606,410,1,3
100606,424,1,1
100606,409,2,1
100606,421,2,3
100606,404,1,5
100606,419,2,2
100606,411,3,2
100172,413,1,4
100172,406,2,1
100172,446,1,3
100172,NA,2,3
100172,416,2,5
100172,435,3,1
100172,419,1,5
100172,411,3,1
100172,435,1,1
100172,427,2,4
100172,434,1,2
100172,430,2,2
109165,438,3,1
109165,NA,3,3
109165,440,3,2
109165,419,2,4
109165,416,2,1
109165,406,1,3
109165,434,2,3
109165,421,2,2
109165,413,1,2
109165,430,1,1
109659,418,3,1
109659,454,3,1
109659,452,3,1
109659,420,1,1
109659,419,3,1
109659,416,3,1
109659,415,3,1
109659,436,3,1
109659,414,3,1
109659,NA,3,1
101329,409,1,3
101329,424,1,2
101329,404,1,1
101329,416,3,2
101329,417,2,2
101329,429,1,4
101329,430,2,1
101329,406,3,1
101329,NA,2,3
101329,402,2,3
109390,429,2,1
109390,439,2,1
109390,409,2,1
109390,419,1,4
109390,435,3,1
109390,411,1,2
109390,443,2,2
109390,432,1,5
109390,434,1,2
109390,400,1,5
109390,NA,1,3
109390,401,2,2
109390,442,1,1
109390,438,1,4
109390,417,3,1
109390,421,1,4
102298,411,2,1
102298,446,3,1
102298,405,1,1
102298,420,3,2
102298,406,1,2
102298,438,2,2
102298,402,1,4
102298,422,1,3
102298,419,2,3
102298,416,2,4
100781,403,1,1
100781,410,3,1
100781,424,3,1
100781,423,3,1
100781,407,3,1
100781,419,3,1
100781,417,1,2
100781,432,1,3
100781,NA,3,1
100781,429,3,1
100782,NA,2,1
100782,423,3,1
100782,410,3,2
100782,432,3,4
100782,409,1,2
100782,NA,2,3
100782,403,1,1
100782,420,3,3
100782,429,2,2
100782,404,2,3
109792,442,3,1
109792,401,3,1
109792,438,3,1
109792,437,3,1
109792,419,3,1
109792,414,3,1
109792,438,3,1
109792,448,3,1
109792,NA,3,1
109792,443,3,1
104381,419,1,3
104381,432,2,10
104381,430,2,5
104381,409,2,9
104381,423,1,4
104381,NA,2,6
104381,403,1,2
104381,413,1,1
104381,416,2,7
104381,NA,2,8
109717,411,3,1
109717,446,3,1
109717,436,3,1
109717,418,3,1
109717,444,3,1
109717,435,2,1
109717,448,1,1
109717,437,2,1
109717,438,2,1
109717,416,2,1
109439,429,2,2
109439,413,2,3
109439,438,1,2
109439,414,2,5
109439,403,2,4
109439,432,1,3
109439,427,1,4
109439,443,3,1
109439,442,1,1
109439,NA,2,1
105325,427,1,1
105325,409,1,2
105325,424,2,8
105325,404,2,6
105325,410,3,10
105325,432,2,7
105325,403,1,5
105325,429,3,9
105325,417,1,3
105325,416,1,4
107755,402,1,2
107755,423,1,1
107755,424,1,2
107755,429,2,4
107755,410,2,1
107755,439,1,3
107755,408,2,3
107755,403,2,5
107755,419,2,2
107755,404,1,4
107933,427,2,7
107933,419,1,5
107933,410,2,2
107933,400,1,3
107933,432,3,1
107933,430,2,4
107933,404,3,3
107933,403,2,6
107933,423,1,1
107933,413,2,1
107933,406,2,5
107933,424,2,3
107933,434,3,2
107933,417,1,3
107933,429,1,2
101775,414,3,3
101775,438,2,1
101775,423,3,1
101775,409,3,5
101775,NA,2,2
101775,419,3,3
101775,400,3,4
101775,430,1,1
101775,446,3,4
101775,410,3,2
100013,444,2,3
100013,401,2,2
100013,421,2,5
100013,430,3,3
100013,437,3,1
100013,438,1,2
100013,414,2,1
100013,434,3,2
100013,400,1,1
100013,438,2,4
104130,427,1,4
104130,438,3,2
104130,430,1,6
104130,409,1,3
104130,406,1,1
104130,429,2,1
104130,403,1,5
104130,439,1,2
104130,440,2,2
104130,421,3,1
107937,404,3,3
107937,403,3,4
107937,429,3,2
107937,416,3,1
107937,426,3,5
107937,423,1,1
107937,410,2,1
107937,402,2,2
107937,422,1,2
107937,424,2,3
109555,400,3,1
109555,404,1,1
109555,419,2,4
109555,430,1,3
109555,411,2,1
109555,424,2,3
109555,431,1,2
109555,408,2,2
109555,403,1,5
109555,446,1,2
109822,424,3,5
109822,438,3,10
109822,437,3,8
109822,438,3,9
109822,410,1,1
109822,427,3,4
109822,402,1,2
109822,421,3,3
109822,426,3,7
101033,406,2,1
101033,403,1,2
101033,420,3,1
101033,438,3,1
101033,416,3,1
101033,401,3,1
101033,427,2,1
101033,417,1,1
101033,409,3,1
101033,418,3,2
108040,420,3,2
108040,405,2,1
108040,410,1,2
108040,423,1,1
108040,411,3,1
108040,408,2,2
108040,404,1,3
108040,424,1,5
108040,439,1,4
108040,446,2,3
105757,416,2,1
105757,429,1,3
105757,417,1,1
105757,430,2,2
105757,404,2,4
105757,407,3,1
105757,422,2,3
105757,403,1,2
105757,410,2,3
105757,424,3,1
105424,426,1,1
105424,415,3,1
105424,438,1,1
105424,416,1,1
105424,434,1,2
105424,433,2,2
105424,406,2,1
105424,407,1,3
105424,454,3,2
105424,439,2,1
102063,407,1,2
102063,406,2,5
102063,411,3,1
102063,404,2,4
102063,423,1,1
102063,426,2,3
102063,448,2,5
102063,402,1,3
102063,405,2,4
102063,446,3,1
109608,438,1,2
109608,402,1,3
109608,438,3,1
109608,424,1,1
109608,412,2,2
109608,401,2,1
109608,434,2,2
109608,432,3,2
109608,431,1,4
109608,NA,1,2
109254,439,2,3
109254,438,2,6
109254,407,2,5
109254,430,1,1
109254,424,1,3
109254,434,1,4
109254,411,2,4
109254,402,1,2
109254,448,3,1
109254,404,2,2
109254,454,2,1
108525,414,1,5
108525,426,2,6
108525,404,1,6
108525,406,1,1
108525,409,1,3
108525,412,3,2
108525,419,1,2
108525,431,3,1
108525,NA,2,2
108525,454,1,4
108525,439,2,4
108525,402,1,7
108525,407,2,3
108525,446,2,5
108525,422,1,8
108525,446,2,1
103325,443,3,8
103325,452,2,2
103325,444,3,5
103325,448,3,10
103325,409,1,1
103325,432,2,4
103325,436,2,3
103325,414,3,6
103325,NA,3,9
103325,434,3,7
106099,406,1,1
106099,NA,3,1
106099,413,2,2
106099,421,2,2
106099,442,2,4
106099,409,3,1
106099,438,1,2
106099,434,1,1
106099,439,3,2
106099,433,2,3
102368,421,1,1
102368,446,2,1
102368,443,3,1
102368,446,1,2
102368,412,1,3
102368,420,3,1
102368,400,2,3
102368,438,1,2
102368,434,2,2
102368,408,2,2
104323,404,2,3
104323,407,3,3
104323,405,3,2
104323,439,3,4
104323,432,1,1
104323,409,2,2
104323,406,1,2
104323,423,3,2
104323,438,1,2
104323,438,2,1
104323,416,3,1
108803,439,2,1
108803,413,1,1
108803,426,3,1
108803,409,2,2
108803,427,1,2
108803,430,1,3
108803,410,1,4
108803,404,1,2
108803,421,2,3
108803,416,3,2
108803,419,1,3
100014,406,2,5
100014,401,2,4
100014,NA,1,1
100014,419,1,2
100014,442,2,1
100014,438,2,2
100014,414,3,1
100014,411,1,4
100014,438,1,3
100014,437,2,3
107210,404,3,1
107210,423,1,1
107210,446,3,1
107210,NA,3,1
107210,443,3,1
107210,438,3,1
107210,437,3,1
107210,438,3,1
107210,440,3,1
107210,411,3,1
104775,446,3,1
104775,414,1,3
104775,406,2,2
104775,NA,1,1
104775,412,1,4
104775,418,3,1
104775,405,1,5
104775,434,2,1
104775,419,1,2
104775,446,2,3
102403,423,1,2
102403,443,3,5
102403,402,1,1
102403,431,3,1
102403,446,2,1
102403,437,3,2
102403,446,2,3
102403,411,3,4
102403,438,2,2
102403,419,3,3
101847,403,3,1
101847,416,3,3
101847,408,2,1
101847,435,2,6
101847,432,3,2
101847,438,2,4
101847,438,1,1
101847,405,2,3
101847,400,2,2
104103,435,3,1
104103,433,3,3
104103,402,1,5
104103,NA,1,2
104103,403,1,1
104103,406,2,2
104103,422,1,3
104103,424,1,4
104103,411,1,6
104103,404,2,1
104103,435,3,2
106474,409,3,2
106474,439,1,4
106474,422,2,2
106474,419,1,5
106474,430,1,3
106474,446,2,1
106474,413,1,1
106474,411,2,3
106474,406,1,2
106474,404,3,1
106710,401,3,4
106710,433,3,2
106710,435,1,1
106710,421,1,4
106710,435,3,3
106710,406,1,3
106710,413,2,1
106710,430,2,2
106710,454,3,1
106710,434,1,2
103509,438,2,1
103509,444,3,4
103509,NA,3,2
103509,432,3,6
103509,414,3,1
103509,437,2,2
103509,419,3,3
103509,438,2,3
103509,443,1,1
103509,401,3,5
104809,414,3,2
104809,446,1,5
104809,411,1,2
104809,438,2,3
104809,419,3,1
104809,406,1,1
104809,412,1,3
104809,NA,1,4
104809,409,2,1
104809,405,2,2
103008,407,1,4
103008,432,2,3
103008,443,2,4
103008,414,1,3
103008,416,1,1
103008,437,1,4
103008,NA,2,1
103008,440,2,5
103008,454,1,2
103008,435,2,5
103008,438,2,5
103008,438,2,5
103008,436,2,2
108702,423,3,1
108702,426,3,1
108702,414,3,1
108702,448,2,1
108702,437,2,1
108702,446,3,2
108702,402,3,1
108702,NA,3,1
108702,419,3,1
108702,422,1,1
109136,439,1,1
109136,443,1,1
109136,444,1,1
109136,404,1,1
109136,407,1,1
109136,436,1,1
109136,423,2,1
109136,441,1,1
109136,452,1,1
109136,422,2,1
108527,422,2,2
108527,438,1,3
108527,411,1,2
108527,406,1,1
108527,405,2,4
108527,404,1,4
108527,419,2,1
108527,401,3,1
108527,435,3,1
108527,454,2,3
106786,NA,1,2
106786,417,1,3
106786,415,3,1
106786,406,3,1
106786,452,1,3
106786,408,1,4
106786,413,3,1
106786,435,1,5
106786,429,1,4
106786,430,3,1
106786,409,1,2
106786,435,1,5
106786,NA,1,4
106786,427,1,1
106786,441,3,1
106786,440,3,1
106786,416,1,4
106786,436,2,1
106786,403,1,2
105036,415,1,3
105036,418,3,3
105036,431,3,2
105036,407,1,4
105036,438,2,1
105036,433,2,3
105036,420,2,2
105036,405,1,1
105036,412,1,2
105036,406,3,1
103362,439,2,6
103362,NA,3,9
103362,422,1,4
103362,423,1,3
103362,407,1,2
103362,409,2,7
103362,414,2,8
103362,404,1,5
103362,402,1,1
103362,420,3,10
104746,443,2,1
104746,412,1,2
104746,406,1,3
104746,454,2,1
104746,434,1,4
104746,431,2,2
104746,420,3,1
104746,442,2,2
104746,438,1,1
104746,411,2,2
104746,432,2,3
100870,NA,3,2
100870,419,3,6
100870,406,3,9
100870,443,3,10
100870,448,3,4
100870,414,3,7
100870,432,3,5
100870,454,3,8
100870,416,3,1
100870,434,3,3
106587,443,3,1
106587,409,3,1
106587,418,2,2
106587,415,3,1
106587,404,1,1
106587,407,1,1
106587,438,1,1
106587,439,2,1
106587,423,1,1
106587,432,2,1
104475,433,3,1
104475,442,3,1
104475,406,3,1
104475,454,3,1
104475,411,3,1
104475,440,3,1
108666,426,3,1
108666,409,3,7
108666,422,1,1
108666,420,3,5
108666,411,3,8
108666,423,3,2
108666,407,3,9
108666,NA,3,6
108666,446,3,4
108666,402,3,3
105942,416,2,1
105942,436,2,3
105942,431,3,2
105942,438,1,3
105942,406,2,4
105942,414,2,2
105942,411,1,1
105942,437,3,3
105942,440,2,5
105942,434,1,2
100873,417,1,3
100873,438,2,1
100873,429,1,7
100873,410,1,4
100873,418,2,5
100873,400,2,2
100873,408,2,4
100873,409,1,6
100873,402,1,9
100873,404,1,2
100873,NA,1,5
100873,411,2,3
100873,419,2,6
100873,406,1,8
100873,403,1,1
106386,422,1,1
106386,419,1,1
106386,424,2,1
106386,410,1,1
106386,413,2,1
106386,402,1,1
106386,423,1,1
106386,406,2,1
106386,NA,3,1
106386,429,3,1
103529,419,3,10
103529,NA,3,9
103529,446,1,5
103529,438,1,1
103529,414,2,8
103529,438,1,2
103529,437,1,4
103529,446,2,6
103529,448,2,7
103529,443,1,3
106317,NA,2,1
106317,NA,1,2
106317,411,2,2
106317,429,1,1
106317,430,1,3
106317,409,2,2
106317,416,2,2
106317,419,1,2
106317,403,2,1
106317,432,1,1
102747,410,1,1
102747,411,2,3
102747,403,1,5
102747,432,3,2
102747,407,1,3
102747,400,2,2
102747,413,1,2
102747,422,2,1
102747,421,1,4
102747,NA,3,1
101781,438,1,1
101781,414,2,5
101781,446,3,10
101781,NA,1,4
101781,426,2,6
101781,432,3,9
101781,404,1,2
101781,423,2,8
101781,439,2,7
101781,419,1,3
109866,424,3,3
109866,439,3,2
109866,403,3,1
109866,410,1,1
109866,404,3,1
109866,NA,3,3
109866,409,3,2
109866,NA,3,1
109866,423,2,1
109866,417,3,1
104333,423,1,2
104333,432,2,1
104333,414,2,4
104333,402,2,2
104333,426,1,3
104333,422,1,1
104333,NA,2,5
104333,419,2,3
104333,405,3,1
104333,409,3,2
101891,431,3,10
101891,442,2,8
101891,434,2,5
101891,406,1,2
101891,402,3,9
101891,416,1,3
101891,NA,2,7
101891,438,1,1
101891,405,3,10
101891,438,2,6
102292,446,3,1
102292,404,2,1
102292,422,1,2
102292,NA,2,3
102292,405,1,1
102292,432,1,4
102292,423,1,3
102292,402,2,4
102292,414,3,1
102292,439,2,2
102292,409,1,4
106605,452,3,1
106605,421,1,1
106605,406,3,1
106605,446,3,1
106605,405,3,1
106605,440,3,1
106605,416,3,1
106605,438,2,2
106605,411,3,1
106605,418,2,1
107626,434,2,3
107626,416,2,2
107626,435,3,1
107626,406,1,1
107626,442,1,4
107626,438,1,5
107626,437,1,7
107626,452,1,6
107626,446,2,1
107626,409,1,3
107626,438,1,2
101419,419,1,2
101419,423,1,1
101419,409,1,4
101419,437,3,3
101419,432,2,2
101419,404,3,2
101419,411,2,1
101419,422,1,4
101419,412,3,2
101419,407,2,1
101419,436,1,3
101419,416,1,4
101419,438,1,2
106162,423,1,2
106162,411,2,2
106162,438,3,1
106162,406,2,3
106162,430,2,2
106162,403,3,2
106162,410,1,1
106162,424,1,1
106162,421,2,1
106162,417,1,2
106162,413,2,3
106162,419,2,1
106162,434,1,2
105129,409,1,1
105129,406,1,3
105129,439,2,1
105129,433,3,1
105129,411,1,5
105129,415,3,2
105129,438,1,2
105129,452,2,3
105129,404,1,4
105129,434,2,2
101912,400,1,6
101912,431,3,1
101912,421,1,2
101912,422,2,2
101912,434,1,5
101912,403,1,3
101912,440,2,3
101912,438,1,1
101912,NA,1,4
101912,NA,2,1
108968,443,3,1
108968,438,3,7
108968,NA,3,5
108968,433,3,2
108968,419,3,8
108968,454,3,3
108968,436,3,6
108968,406,2,1
108968,414,3,4
108968,440,1,1
105040,415,1,3
105040,433,2,3
105040,444,2,2
105040,452,2,5
105040,432,3,1
105040,431,1,1
105040,420,1,2
105040,446,2,6
105040,446,2,1
105040,411,3,2
105040,438,2,4
101235,422,2,1
101235,437,3,2
101235,432,2,2
101235,409,3,1
101235,402,1,2
101235,419,1,4
101235,405,1,5
101235,411,1,3
101235,434,2,3
101235,404,1,1
100759,429,3,3
100759,432,2,1
100759,410,3,1
100759,NA,1,1
100759,417,1,2
100759,404,3,5
100759,416,2,1
100759,403,1,1
100759,427,3,2
100759,436,3,4
105269,454,3,1
105269,416,1,1
105269,404,2,1
105269,409,2,1
105269,452,1,4
105269,433,3,2
105269,406,1,2
105269,436,1,2
105269,418,3,2
105269,412,3,2
100532,437,3,1
100532,404,1,4
100532,426,2,1
100532,424,1,2
100532,422,2,2
100532,402,1,1
100532,423,2,3
100532,439,2,5
100532,443,1,5
100532,407,2,4
100532,410,1,3
106396,404,1,2
106396,NA,2,2
106396,446,3,2
106396,414,3,3
106396,419,1,4
106396,438,3,1
106396,411,2,3
106396,423,1,3
106396,402,1,1
106396,438,2,1
107698,437,1,1
107698,438,1,1
107698,443,1,3
107698,419,3,2
107698,444,3,3
107698,423,2,3
107698,414,3,1
107698,438,1,2
107698,404,2,1
107698,NA,3,1
105886,403,1,4
105886,406,2,1
105886,452,3,2
105886,NA,1,5
105886,419,2,3
105886,423,2,2
105886,NA,1,2
105886,410,3,1
105886,417,1,1
105886,404,2,5
105886,430,1,6
105886,416,1,3
105886,429,2,4
105886,413,2,1
105886,409,3,3
107694,443,3,2
107694,438,2,3
107694,426,1,2
107694,409,2,2
107694,422,1,3
107694,402,1,1
107694,432,2,5
107694,436,2,4
107694,437,3,1
107694,438,2,1
104874,406,3,4
104874,439,3,6
104874,409,1,1
104874,441,3,8
104874,448,3,5
104874,414,3,8
104874,411,3,7
104874,412,2,3
104874,418,3,8
104874,404,1,1
102029,405,1,1
102029,409,1,2
102029,411,3,1
102029,433,3,3
102029,418,2,4
102029,438,2,1
102029,419,2,2
102029,432,2,3
102029,406,1,3
102029,423,3,2
103052,446,1,5
103052,435,3,1
103052,438,2,2
103052,404,2,3
103052,415,3,2
103052,438,2,1
103052,454,1,3
103052,433,1,2
103052,434,1,4
103052,406,1,1
104135,454,2,1
104135,435,2,1
104135,438,1,3
104135,440,1,2
104135,436,3,1
104135,406,1,1
104135,433,1,4
104135,442,1,3
104135,419,2,2
104135,407,1,5
101899,437,2,2
101899,400,2,3
101899,438,1,1
101899,403,3,1
101899,438,2,1
101899,434,2,4
101899,413,3,2
101899,414,2,5
101899,411,2,3
101899,406,2,6
108440,422,2,1
108440,436,3,1
108440,402,3,6
108440,439,3,5
108440,423,1,1
108440,406,3,2
108440,407,2,2
108440,404,2,3
108440,426,3,4
108440,409,3,3
107688,444,2,1
107688,438,1,1
107688,422,1,5
107688,446,3,2
107688,402,2,2
107688,437,1,2
107688,406,1,3
107688,NA,3,1
107688,438,1,4
107688,426,2,1
104104,422,2,8
104104,414,2,1
104104,402,2,6
104104,409,3,1
104104,419,1,2
104104,433,1,1
104104,439,2,2
104104,406,2,3
104104,446,1,3
104104,NA,2,7
104104,407,2,4
104104,442,2,5
106687,440,2,1
106687,411,2,1
106687,420,2,1
106687,418,1,1
106687,406,2,1
106687,409,2,1
106687,402,3,1
106687,405,2,1
106687,423,2,1
106687,432,2,1
104846,438,3,8
104846,436,3,7
104846,440,3,5
104846,446,3,6
104846,446,3,4
104846,435,3,10
104846,433,3,9
104846,405,3,2
104846,431,3,3
104846,412,1,1
103636,441,3,1
103636,443,1,1
103636,436,1,3
103636,438,1,2
103636,444,2,8
103636,438,2,7
103636,406,3,1
103636,434,2,5
103636,437,2,6
103636,411,1,4
106850,435,3,5
106850,409,3,8
106850,442,3,6
106850,406,2,4
106850,433,2,2
106850,405,3,7
106850,402,3,10
106850,401,3,9
106850,454,2,3
106850,435,1,1
105064,405,3,1
105064,415,1,3
105064,412,2,1
105064,452,2,2
105064,442,1,4
105064,409,1,2
105064,443,2,1
105064,416,2,2
105064,431,1,4
105064,446,2,3
105064,433,1,1
105064,437,2,2
105064,454,1,3
105064,406,1,1
105064,438,1,1
102517,433,1,1
102517,430,2,1
102517,412,2,1
102517,400,2,1
102517,434,2,1
102517,446,1,1
102517,431,1,1
102517,438,1,1
102517,413,3,1
102517,411,2,1
102517,406,1,1
106217,411,2,1
106217,438,1,1
106217,402,3,1
106217,440,1,1
106217,401,3,1
106217,446,1,1
106217,409,2,1
106217,434,1,1
106217,412,2,1
106217,406,1,1
104191,432,1,1
104191,423,1,1
104191,422,2,1
104191,416,3,1
104191,405,3,1
104191,438,2,1
104191,439,2,1
104191,434,3,1
104191,448,3,1
104191,407,2,1
106144,422,2,1
106144,407,2,2
106144,439,2,1
106144,420,1,1
106144,404,2,1
106144,405,2,1
106144,418,3,1
106144,434,2,2
106144,402,1,3
106144,423,1,2
106204,432,1,1
106204,423,1,5
106204,419,1,3
106204,411,1,4
106204,414,1,3
106204,NA,2,2
106204,405,3,1
106204,440,2,1
106204,416,1,2
106204,434,1,2
100900,423,2,2
100900,410,3,3
100900,402,3,2
100900,438,3,1
100900,NA,2,5
100900,405,1,4
100900,427,2,3
100900,404,2,3
100900,422,2,7
100900,417,1,2
100900,418,2,1
100900,413,2,6
100900,432,1,5
100900,403,1,1
100900,409,1,6
100900,429,1,3
101749,438,1,3
101749,410,1,5
101749,429,1,1
101749,NA,1,6
101749,432,2,2
101749,403,1,4
101749,407,3,1
101749,409,2,1
101749,404,1,2
101749,439,3,2
108524,437,2,6
108524,438,1,3
108524,416,2,2
108524,433,1,4
108524,409,2,1
108524,415,2,5
108524,419,1,2
108524,434,2,4
108524,432,1,5
108524,436,2,3
108524,454,1,4
108524,406,1,1
103711,411,1,4
103711,432,1,2
103711,419,2,7
103711,NA,3,11
103711,402,1,1
103711,409,1,3
103711,438,2,5
103711,404,2,8
103711,431,2,9
103711,407,2,6
103711,443,3,10
103035,408,3,10
103035,400,2,5
103035,NA,2,7
103035,406,1,1
103035,427,2,8
103035,430,1,2
103035,413,1,3
103035,410,1,4
103035,424,3,9
108359,NA,2,1
108359,403,1,4
108359,419,3,1
108359,417,1,1
108359,432,3,2
108359,410,1,3
108359,404,2,3
108359,421,2,2
108359,400,1,5
108359,423,1,2
102480,438,3,4
102480,423,3,7
102480,411,3,5
102480,NA,3,6
102480,404,3,3
102480,422,2,1
102480,446,1,1
102480,409,3,1
102480,419,2,2
102480,405,3,2
105509,NA,2,1
105509,402,1,1
105509,438,3,1
105509,454,1,1
105509,446,1,1
105509,423,1,1
105509,433,2,1
105509,414,3,1
105509,442,3,1
105509,432,2,1
101606,438,1,1
102465,446,1,1
102465,406,3,8
102465,412,3,9
102465,404,3,6
102465,436,3,7
102465,431,3,4
102465,402,3,5
102465,446,3,3
102465,432,3,1
102465,420,3,2
103835,422,2,1
103835,446,2,2
103835,411,1,3
103835,406,1,1
103835,438,1,2
103835,416,3,1
103835,412,3,2
103835,419,1,5
103835,404,1,4
103835,402,1,6
104091,438,1,3
104091,438,3,4
104091,439,1,2
104091,411,1,4
104091,433,1,1
104091,422,2,2
104091,407,2,1
104091,454,3,2
104091,437,3,3
104091,434,3,1
106585,419,3,1
106585,422,2,1
106585,405,2,1
106585,440,3,1
106585,418,1,1
106585,423,2,1
106585,420,3,1
106585,402,2,1
106585,446,3,1
106585,404,2,1
100003,431,3,1
100003,438,2,3
100003,435,3,1
100003,405,1,5
100003,419,1,3
100003,406,1,1
100003,402,2,2
100003,438,2,1
100003,423,1,2
100003,401,1,4
100908,406,2,1
100908,420,2,1
100908,440,2,1
100908,415,2,1
100908,454,2,1
100908,409,2,1
100908,436,2,1
100908,433,2,1
100908,416,1,1
100908,452,2,1
107998,422,1,4
107998,406,3,1
107998,407,2,1
107998,409,1,4
107998,438,2,1
107998,439,1,3
107998,423,1,1
107998,426,2,1
107998,419,3,1
107998,404,1,1
107998,432,1,5
105371,452,2,7
105371,409,2,3
105371,446,2,8
105371,440,2,2
105371,419,2,6
105371,405,2,4
105371,416,1,1
