PERSONID,Applicant_Pool,UNIV_Selectivity,UNIV_Major,Candidate_Strength,Low_IncomeComm_Ex,Low_IncomeComm_Ex_L,Mission_KNWL_ALNMT,FastApp,ESSAY_Length,ESSAY_T1,ESSAY_T2,ESSAY_T3,ESSAY_T4,ESSAY_T5,ESSAY_T6,ESSAY_T7,ESSAY_T8,ESSAY_T9,ESSAY_T10,MATCH_REGION_CODE,MATCH_Subject,MATCH_is_home_region,MATCH_is_UNIV_Region,MATCH_is_Current_Region,MATCH_District,MATCH_School,MATCH_School_Type,MATCH_Grade_Level,MATCH_Y1_subject_group,OUTCOME_1_Confirmed,OUTCOME_2_StartTeaching,OUTCOME_3_Complet_Y1,OC_Satisfaction_Y1,OUTCOME_4_Complet_Y2,OC_Satisfaction_Y2,MATCH_Region_Pref_Level,MATCH_Region_Pref_Rank,MATCH_Subject_Prefer
102760,A,More Selective,Molecular Biology,0.67422567,N,LEVEL1,2,0,1659,0.003228195,0.003228008,0.003228498,0.003228684,0.727730513,0.003228221,0.246443048,0.003228383,0.003228146,0.003228265,407,BIOLOGY,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,1,4,1
102892,B,Least Selective,Business,0.74435555,Y,LEVEL3,3,0,782,0.426350772,0.004349111,0.004349528,0.004348843,0.004349349,0.004349594,0.004349034,0.004349655,0.004348832,0.538855255,406,ELEMENTARY,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,1,1,1
105159,A,Selective,Education (elementary),0.77573644,Y,LEVEL2,4,0,2105,0.345607758,0.001888724,0.001888734,0.001888592,0.001888649,0.455408514,0.00188896,0.001888795,0.00188914,0.185762167,415,ELEMENTARY,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,2,8,1
105438,A,Selective,Global Studies,0.86909294,Y,LEVEL3,4.5,0,1527,0.002085641,0.348294914,0.467940927,0.002085966,0.002085854,0.002085818,0.16916357,0.002085781,0.002085799,0.002085728,416,ELEMENTARY,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,1,1,2
100235,A,Most Selective,Neuroscience,0.78023161,Y,LEVEL1,2.5,0,1991,0.002042348,0.232610852,0.002042141,0.002042382,0.002042221,0.723415017,0.002042196,0.029678633,0.002041997,0.002042204,400,HSGENSCIENCE,TRUE,TRUE,TRUE,Partner 378,School 0985,Traditional Public School,HIGH,Science,1,1,1,6,1,6.25,3,99,2
103517,A,Selective,Psychology,0.80261405,Y,LEVEL3,5,1,1776,0.29639098,0.002633593,0.002633268,0.038030185,0.002633197,0.002633483,0.164069295,0.002633135,0.002633273,0.485709637,443,SPED,FALSE,FALSE,FALSE,Partner 561,School 0892,Traditional Public School,MIDDLE,General Ed,1,1,1,6.5,1,7,3,99,1
106685,A,Most Selective,Science,0.76896429,Y,LEVEL3,4.5,1,1712,0.002564999,0.069641285,0.002565116,0.002564854,0.002565212,0.002565293,0.271401912,0.002565135,0.002565098,0.641001105,418,ELEMENTARY,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,3,99,0
108685,B,Selective,Psychology,0.88167672,Y,LEVEL3,5,0,2041,0.003232706,0.053948794,0.003233119,0.053677503,0.623048842,0.003232895,0.003232976,0.003232782,0.003232552,0.249927849,424,ELEMENTARY,TRUE,TRUE,TRUE,Partner 489,School 1016,Charter School,LOWER ELEMENTARY (1-2),General Ed,1,1,1,6.75,1,7,1,1,1
107153,A,More Selective,Biology,0.77805074,Y,LEVEL3,4,0,1229,0.003451722,0.003451555,0.155303508,0.427985936,0.145782322,0.003451581,0.003451583,0.250218868,0.003451521,0.00345143,421,BIOLOGY,FALSE,FALSE,FALSE,Partner 236,School 1847,Traditional Public School,HIGH,Math,1,1,1,4.25,0,NA,3,99,1
104498,A,More Selective,Finance,0.79590476,Y,LEVEL3,5,1,2382,0.001565621,0.240131214,0.001565577,0.001565439,0.001565688,0.094499998,0.00156553,0.483490765,0.172484607,0.001565542,413,MSGENERALIST,TRUE,TRUE,TRUE,Partner 296,School 1453,Charter School,MIDDLE,English,1,1,1,5.25,1,NA,1,1,3
107660,B,Most Selective,History,0.76037878,N,LEVEL3,3.5,0,1640,0.002564878,0.002565114,0.002565077,0.002564807,0.00256531,0.361238033,0.002565387,0.002564887,0.002564955,0.618241489,437,ELEMENTARY,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,4,1
105347,A,Least Selective,English,0.88198942,N,LEVEL2,3,1,1653,0.003035046,0.003034698,0.128108174,0.049408667,0.003034953,0.568467677,0.003034743,0.003034992,0.235805705,0.003035378,416,ENGLISH,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,5,1
103864,B,Least Selective,International Studies/Relations,0.6925687,Y,LEVEL2,3,1,2751,0.102471933,0.130563274,0.001614925,0.001614855,0.263371259,0.001614864,0.00161487,0.001614977,0.302020311,0.193498731,411,HISTORY,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,1
106494,A,More Selective,Industrial Engineering,0.8697373,Y,LEVEL3,4.5,0,1630,0.180018872,0.003230763,0.003230731,0.003230426,0.544108272,0.003230747,0.003230761,0.003230665,0.00323067,0.253258079,419,MSMATH,FALSE,TRUE,TRUE,Partner 142,School 1883,Traditional Public School,MIDDLE,Math,1,1,1,3,0,NA,1,1,2
104083,B,Selective,Speech Therapy,0.78648618,Y,LEVEL3,5,0,1767,0.002565455,0.002565711,0.002565484,0.63374173600000006,0.180049583,0.00256559,0.002565663,0.168249741,0.002565195,0.002565823,433,HSGENSCIENCE,FALSE,FALSE,TRUE,Partner 234,School 2696,Traditional Public School,MIDDLE,Science,1,1,1,7,1,5.25,1,4,1
108023,B,More Selective,English,0.80029875,Y,LEVEL3,5,0,1743,0.002223724,0.341157824,0.149631232,0.002223382,0.002223464,0.002224062,0.493644953,0.002223638,0.002223822,0.002223917,423,SPED,FALSE,TRUE,TRUE,Partner 514,School 0498,Traditional Public School,HIGH,English,1,1,1,5.5,1,4.75,1,1,3
103641,A,More Selective,Public Health,0.83209186,Y,LEVEL2,3.5,0,1382,0.002704056,0.568542957,0.002704445,0.002704285,0.002703687,0.409824133,0.00270389,0.002704055,0.002703985,0.002704432,443,HSGENSCIENCE,FALSE,FALSE,FALSE,Partner 384,School 1782,Traditional Public School,HIGH,Science,1,1,1,6,1,4.25,2,2,1
106230,A,Most Selective,Psychology,0.66098722,Y,LEVEL3,4,0,1737,0.193352669,0.338976681,0.002330248,0.049182586,0.002330579,0.40450567,0.002330326,0.002330323,0.002330515,0.002330373,434,SPED,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,4,1
102728,A,Most Selective,Biology,0.82060097,Y,LEVEL2,3,0,1842,0.280729413,0.43458128,0.001924566,0.001924733,0.001924887,0.211754084,0.001924584,0.061387483,0.001924398,0.001924596,407,MSGENSCIENCE,FALSE,FALSE,FALSE,Partner 076,School 1445,Traditional Public School,MIDDLE,Science,1,1,1,4,1,5.75,1,3,0
100937,A,Most Selective,Psychology,0.94922116,Y,LEVEL2,4,0,2150,0.217705056,0.001726386,0.001726249,0.001726093,0.001726281,0.001726361,0.001726465,0.001726256,0.333051711,0.437159121,403,BILINGUAL,FALSE,FALSE,FALSE,Partner 175,School 1804,Traditional Public School,UPPER ELEMENTARY (3-5),General Ed,1,1,1,2.25,1,NA,1,1,1
102672,A,More Selective,Biology,0.77131943,Y,LEVEL1,2,0,1781,0.002088065,0.002088201,0.142597988,0.002087804,0.002087922,0.420622557,0.002087748,0.002087836,0.422164053,0.002087815,407,MSGENSCIENCE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,1,2,1
102981,A,Selective,Neuroscience,0.70906671,Y,LEVEL3,4,0,2607,0.253925502,0.051291574,0.001591173,0.046329893,0.001591296,0.638904929,0.001591536,0.001591367,0.001591361,0.001591338,406,HSGENSCIENCE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,1,1,1
103309,A,Most Selective,Earth Science,0.67305063,Y,LEVEL2,4,0,1936,0.921109855,0.002042024,0.002042231,0.002041742,0.002042152,0.002042123,0.062553748,0.002042048,0.00204202,0.00204205,409,HSGENSCIENCE,FALSE,FALSE,FALSE,Partner 415,School 1741,Charter School,MIDDLE,Science,1,1,1,6,1,NA,1,1,1
103594,B,More Selective,Education (general),0.69355606,Y,LEVEL3,4.5,0,2549,0.002275754,0.002275465,0.002275379,0.002275407,0.002275655,0.295456111,0.476639777,0.211975589,0.002275255,0.002275582,443,HSMATH,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,1
100187,B,Least Selective,Religion,0.75029935,N,LEVEL3,4,0,1701,0.003134703,0.003134159,0.003134416,0.003134249,0.247771829,0.385825068,0.238914743,0.003134489,0.108682036,0.003134335,435,ARTS,FALSE,FALSE,FALSE,Partner 438,School 0273,Traditional Public School,LOWER ELEMENTARY (1-2),Humanities,1,1,1,5,1,4,1,1,1
101295,B,More Selective,Biology,0.68222495,Y,LEVEL3,4.5,0,1580,0.282887608,0.002704693,0.002704368,0.002704239,0.002704696,0.002704619,0.411166906,0.002704815,0.002704382,0.28701365,404,HSGENSCIENCE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,1
107360,A,Selective,Education (elementary),0.88324821,N,LEVEL3,5,0,1821,0.105873182,0.002000747,0.002000704,0.002000859,0.002000645,0.486358047,0.393763453,0.002000941,0.002000512,0.002000892,436,ELEMENTARY,TRUE,TRUE,FALSE,Partner 133,School 1356,Traditional Public School,6,English,1,1,1,7,1,7,1,1,0
100037,A,More Selective,History,0.70989606,N,LEVEL1,3,0,2090,0.033856202,0.539262235,0.07140734,0.00160788,0.03297095,0.001608115,0.001608228,0.001608046,0.291100025,0.024970956,401,ENGLISH,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,5,1
109484,A,Most Selective,Other,0.71026796,Y,LEVEL3,4.5,0,2223,0.250061035,0.001889059,0.295568079,0.177840307,0.265195936,0.001888937,0.001889592,0.001889068,0.001889075,0.001888909,442,PREK,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,2,2,1
104321,A,Most Selective,Other,0.77717224,Y,LEVEL2,4,0,1863,0.44145792700000003,0.428821951,0.002043277,0.115415737,0.002043524,0.002043519,0.00204342,0.002043561,0.002043705,0.002043326,432,SPED,FALSE,TRUE,TRUE,Partner 065,School 0979,Traditional Public School,MIDDLE,Math,1,1,1,6.5,1,6,1,2,2
107866,B,Most Selective,English Literature,0.82368675,N,LEVEL3,4.5,0,2525,0.375620931,0.421566814,0.001725003,0.001725218,0.057335708,0.001725145,0.001725046,0.001725084,0.135125771,0.001725227,423,SPED,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,1,1,3
104900,A,Most Selective,Public Policy,0.8322054,Y,LEVEL3,5,0,1876,0.239954606,0.608712614,0.002566177,0.002566104,0.133369669,0.002566101,0.002566339,0.002566139,0.0025659,0.002566342,414,MSGENSCIENCE,TRUE,FALSE,FALSE,Partner 064,School 1731,Traditional Public School,HIGH,Science,1,1,1,5.25,1,NA,1,1,2
105114,B,Least Selective,English,0.74113015,Y,LEVEL3,4,1,1023,0.440242916,0.004054494,0.004053614,0.004054123,0.004054447,0.004054095,0.041183919,0.490193546,0.004054156,0.004054694,415,ENGLISH,TRUE,TRUE,TRUE,Partner 503,School 0693,Traditional Public School,HIGH,English,1,1,1,6.25,1,6,1,1,1
109252,A,More Selective,Political Science,0.7654776,N,LEVEL1,2.5,0,1999,0.001853379,0.431515634,0.001853399,0.00185328,0.001853293,0.144216821,0.088918634,0.001853242,0.001853485,0.324228853,430,MSGENERALIST,FALSE,FALSE,FALSE,Partner 228,School 1362,Traditional Public School,HIGH,Social Studies,1,1,1,7,1,NA,1,1,1
107787,B,Least Selective,Communications,0.74579297,Y,LEVEL2,4,0,2053,0.002175604,0.660661042,0.10069751,0.00217542,0.223412901,0.002175649,0.002175481,0.00217564,0.002175339,0.002175384,423,SPED,FALSE,FALSE,TRUE,Partner 006,School 0235,Charter School,UPPER ELEMENTARY (3-5),General Ed,1,1,1,5.75,1,5.5,1,1,2
104206,A,Most Selective,English,0.645494,Y,LEVEL2,3,0,1743,0.296410412,0.121801347,0.002382259,0.002381912,0.002381972,0.565113425,0.002382024,0.002382311,0.002382262,0.002382106,432,SPED,FALSE,FALSE,FALSE,Partner 370,School 0075,Traditional Public School,HIGH,English,1,1,1,5.5,1,NA,1,1,1
107424,B,More Selective,Fine Arts,0.83944531,Y,LEVEL2,2.5,0,2281,0.001592867,0.234100997,0.001592878,0.001593272,0.001592995,0.001592785,0.16411595,0.243050933,0.239168465,0.111598849,437,HSGENSCIENCE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,1
109892,A,Most Selective,Public Policy,0.73707852,Y,LEVEL2,3,0,2565,0.563694835,0.284736753,0.001433156,0.0014331,0.094656095,0.001433193,0.001433109,0.001433084,0.048313543,0.001433173,410,PREK,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,1
106024,B,Least Selective,Petroleum Engineering,0.74627752,Y,LEVEL2,3.5,0,1709,0.119703606,0.003032936,0.543436468,0.003032315,0.003032589,0.315631628,0.003032627,0.003032662,0.003032309,0.003032801,434,CHEMISTRY,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,2,0
105901,B,Most Selective,Economics,0.91877266,Y,LEVEL3,5,0,1991,0.42621395,0.185951978,0.226628736,0.002087695,0.148678854,0.002087828,0.002087605,0.002087775,0.002087795,0.002087767,434,HSMATH,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,1,3,1
107425,A,Less Selective,Early Childhood Education,0.86022786,Y,LEVEL3,4.5,0,1703,0.209596679,0.064240456,0.100634716,0.002186942,0.07042037,0.002187431,0.002187408,0.00218722,0.544171333,0.00218745,437,ELEMENTARY,FALSE,FALSE,FALSE,Partner 472,School 1263,Traditional Public School,UPPER ELEMENTARY (3-5),General Ed,1,1,1,5,1,2.5,1,3,1
102726,A,More Selective,Biomedical Engineering,0.78880813,Y,LEVEL2,3.5,0,2568,0.469032466,0.168867394,0.164471626,0.001564038,0.001564219,0.001564293,0.001564098,0.038247168,0.15156053,0.001564176,407,PHYSICS,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,2,1,1
107791,A,Most Selective,Latin American Studies,0.72310411,Y,LEVEL2,4,0,1921,0.002643901,0.813753247,0.002643727,0.00264397,0.002643911,0.002644131,0.002644159,0.088260107,0.079478502,0.002644308,423,SPED,TRUE,TRUE,TRUE,0,0,0,0,0,1,1,1,NA,1,3.5,1,1,2
101675,A,More Selective,Business,0.97646908,Y,LEVEL2,4,0,1752,0.00270416,0.002704268,0.709853709,0.002704078,0.002704031,0.268512815,0.002704481,0.002704079,0.002704209,0.002704253,438,HSMATH,TRUE,TRUE,TRUE,Partner 435,School 0397,Traditional Public School,HIGH,Math,1,1,1,6.75,1,6.75,1,1,1
100085,A,Most Selective,Business,0.77682474,Y,LEVEL3,3.5,0,1950,0.00250402,0.182566419,0.002503951,0.00250405,0.002503779,0.002504011,0.002503982,0.243024319,0.140452817,0.418932647,401,HSMATH,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,0
106379,A,More Selective,Psychology,0.79131846,Y,LEVEL2,3,1,1781,0.002225791,0.229428977,0.00222615,0.052020416,0.002225955,0.36578086,0.002226282,0.002226,0.339413524,0.002226052,419,MSMATH,FALSE,FALSE,FALSE,Partner 142,School 0303,Traditional Public School,MIDDLE,Math,1,1,1,5.5,1,NA,1,1,2
101604,A,Most Selective,International Studies/Relations,0.81952996,Y,LEVEL2,3.5,0,1792,0.002223179,0.771785915,0.002223369,0.002223189,0.00222332,0.210427091,0.00222369,0.002223272,0.002223388,0.002223534,438,MSGENSCIENCE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,2
107257,A,More Selective,Journalism,0.70942651,Y,LEVEL1,2,0,1380,0.002861916,0.531874359,0.200668588,0.002861375,0.002861525,0.247424722,0.002861931,0.002861606,0.002862471,0.002861469,422,ELEMENTARY,TRUE,TRUE,TRUE,Partner 311,School 0207,Charter School,UPPER ELEMENTARY (3-5),English,1,1,1,6.5,1,6.25,1,1,1
104467,A,Less Selective,Business,0.70369164,N,LEVEL3,4.5,0,1833,0.663946629,0.002504102,0.002503905,0.002504228,0.002503783,0.002504279,0.002504015,0.316021085,0.002503812,0.002504185,413,MSGENERALIST,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,1,1,1
105549,A,Most Selective,Psychology,0.76190558,Y,LEVEL3,4.5,0,1800,0.002709911,0.492883474,0.002709944,0.002709797,0.002709945,0.448871583,0.002710218,0.002710204,0.039274517,0.00271044,417,SPED,TRUE,TRUE,TRUE,Partner 146,School 1095,Traditional Public School,MIDDLE,English,1,1,1,2,1,NA,3,99,3
108037,B,Most Selective,Journalism,0.75943536,Y,LEVEL3,3.5,0,2098,0.002441958,0.341534019,0.002442202,0.002441871,0.178143755,0.414083838,0.05158614,0.002442158,0.002441987,0.002442058,423,ELEMENTARY,FALSE,FALSE,FALSE,Partner 217,School 0582,Charter School,6,General Ed,1,1,1,4.5,1,3.75,1,2,2
103613,A,Selective,Biochemistry,0.78325539,Y,LEVEL2,3,0,2260,0.001725023,0.324314922,0.001725244,0.001725745,0.001725374,0.369269073,0.294338584,0.001725368,0.001725412,0.00172522,443,HSGENSCIENCE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,1,1,2
101719,B,Less Selective,Communications,0.91063608,Y,LEVEL3,5,1,1804,0.139930114,0.210539564,0.002226438,0.002226687,0.002226655,0.094257161,0.002226468,0.00222659,0.064534746,0.479605585,438,ELEMENTARY,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,1,1,1
107606,A,More Selective,Political Science,0.78438766,Y,LEVEL3,4.5,0,1546,0.746819615,0.002950045,0.002950036,0.002949634,0.108379535,0.002950439,0.07205686,0.002950036,0.055043314,0.002950476,437,ELEMENTARY,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,4,1
108164,A,More Selective,Public Health,0.71118684,Y,LEVEL3,4.5,0,1264,0.005001546,0.005002268,0.005001237,0.005001049,0.005001131,0.954987466,0.005001345,0.005001404,0.00500071,0.005001886,423,SPED,TRUE,TRUE,TRUE,Partner 006,School 1188,Charter School,LOWER ELEMENTARY (1-2),General Ed,1,1,1,5.25,1,5.75,1,1,3
104824,A,More Selective,Management,0.75846153,N,LEVEL3,4,1,1671,0.385817647,0.003449927,0.003449998,0.003450078,0.260440826,0.003450405,0.003450057,0.329591125,0.003449674,0.003450315,412,HSMATH,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,1,1,1
103097,A,Selective,History,0.74260752,Y,LEVEL2,3.5,1,1656,0.00303742,0.003037283,0.003037797,0.00303727,0.003038447,0.388207704,0.300548464,0.28998059,0.003037351,0.003037605,406,HISTORY,TRUE,TRUE,TRUE,Partner 263,School 0677,Traditional Public School,HIGH,Social Studies,1,1,1,4.5,1,6,1,1,1
107260,A,Selective,Psychology,0.70946742,Y,LEVEL2,2.5,0,1985,0.00208461,0.64448595,0.002084725,0.0020846,0.002085036,0.002085096,0.121355109,0.219565123,0.00208484,0.002084945,422,ELEMENTARY,TRUE,TRUE,TRUE,Partner 187,School 1015,Charter School,UPPER ELEMENTARY (3-5),General Ed,1,1,1,5.75,1,5.75,1,1,1
103301,A,More Selective,Education (secondary),0.84435928,N,LEVEL2,4,1,1486,0.003449687,0.00344983,0.071259417,0.003449399,0.491024584,0.413567066,0.003449739,0.003449939,0.003450141,0.003450229,409,HISTORY,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,1
106366,A,More Selective,English,0.70932766,Y,LEVEL2,2.5,0,1698,0.419525117,0.002944315,0.00294459,0.002943981,0.00294439,0.203940809,0.002944155,0.355923295,0.00294468,0.002944659,419,ENGLISH,TRUE,TRUE,TRUE,Partner 142,School 0303,Traditional Public School,MIDDLE,English,1,1,1,7,1,7,3,2,3
105031,A,Selective,Education (secondary),0.78615878,Y,LEVEL3,4,0,1788,0.002566523,0.00256665,0.002566525,0.00256605,0.145518631,0.002566473,0.04594944,0.296215475,0.140529916,0.35895434,415,MSGENSCIENCE,TRUE,TRUE,TRUE,Partner 246,School 0618,Charter School,MIDDLE,Science,1,1,1,6.25,1,6.5,1,3,1
109453,A,More Selective,English,0.86787359,N,LEVEL3,4.5,0,2202,0.698820233,0.002128973,0.002129219,0.002129133,0.160534218,0.002128837,0.07058654,0.002129361,0.057284664,0.002128853,442,ENGLISH,FALSE,FALSE,FALSE,0,0,0,0,0,1,1,1,NA,1,3.75,1,1,1
108571,A,Selective,Psychology,0.81201454,Y,LEVEL2,3,0,1726,0.002780404,0.002780269,0.002780796,0.002780622,0.00278027,0.413919538,0.002780618,0.089527912,0.002780561,0.477088988,454,ELEMENTARY,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,2,3,0
107469,A,Selective,Education (secondary),0.67455966,Y,LEVEL1,2.5,0,1682,0.002778952,0.002778781,0.002779083,0.002778474,0.002778962,0.002779016,0.677296937,0.002778825,0.002778625,0.300472319,437,ENGLISH,FALSE,FALSE,FALSE,Partner 211,School 0704,Charter School,HIGH,English,1,1,1,7,1,NA,1,1,1
106004,A,Selective,Education (elementary),0.78951489,Y,LEVEL2,3,1,1704,0.002706706,0.002706342,0.313596845,0.002706927,0.543001771,0.124455884,0.002706335,0.002706605,0.002706053,0.002706566,434,ELEMENTARY,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,3,1
103522,A,More Selective,Government,0.8453049,Y,LEVEL3,5,0,1796,0.206240237,0.225659236,0.002001683,0.073185369,0.002001905,0.00200169,0.338380218,0.002001726,0.146526098,0.002001884,443,ENGLISH,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,2,4,1
107496,A,More Selective,Other,0.77385497,Y,LEVEL1,2.5,0,1710,0.002224042,0.002224038,0.108537436,0.076623283,0.234650552,0.002223979,0.2419613,0.002224097,0.002224026,0.32710728,437,MSGENSCIENCE,TRUE,TRUE,TRUE,Partner 049,School 1483,Charter School,MIDDLE,Math,1,1,1,6,1,NA,1,2,2
106618,B,More Selective,Religion,0.76274244,Y,LEVEL2,4,0,2010,0.116011016,0.00182804,0.0018282559999999999,0.001827941,0.23752436,0.001828243,0.001828231,0.035210185,0.600285709,0.001828079,418,ELEMENTARY,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,2,1,0
101997,A,Selective,English,0.78372202,Y,LEVEL3,4,0,1918,0.415205985,0.391403466,0.002444538,0.002444576,0.002444467,0.002444674,0.002444782,0.002444456,0.176278546,0.002444491,405,PREK,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,1,1,2
107690,A,Selective,Communications,0.71447218,N,LEVEL1,3,1,1557,0.002564811,0.191898927,0.002564907,0.002565007,0.00256521,0.002565197,0.002565456,0.478072315,0.002564903,0.31207329,437,MSGENSCIENCE,FALSE,FALSE,FALSE,Partner 081,School 1566,Charter School,MIDDLE,Science,1,1,1,6,0,NA,1,5,1
106352,A,More Selective,Political Science,0.70923926,N,LEVEL1,2.5,1,1164,0.003336286,0.003335789,0.886028469,0.087283917,0.003335975,0.003335929,0.00333582,0.003335867,0.003336181,0.003335767,419,ENGLISH,FALSE,FALSE,FALSE,Partner 142,School 0686,Traditional Public School,HIGH,English,1,1,1,5.25,1,6,2,2,1
104795,B,Most Selective,Political Science,0.81799665,Y,LEVEL3,4,1,1839,0.001786628,0.559820533,0.001786646,0.0017865,0.001786637,0.116120271,0.001786701,0.189355731,0.123983569,0.001786742,412,HISTORY,FALSE,FALSE,FALSE,Partner 412,School 0645,Charter School,MIDDLE,Social Studies,1,1,1,6.25,1,NA,1,2,1
109585,A,Most Selective,History,0.7135978,Y,LEVEL2,2,1,1591,0.738812923,0.002705641,0.00270509,0.002705278,0.002705177,0.086477749,0.002705302,0.002705259,0.155772224,0.002705331,431,ELEMENTARY,FALSE,FALSE,FALSE,Partner 570,School 0556,Traditional Public School,UPPER ELEMENTARY (3-5),General Ed,1,1,1,5.75,1,5.75,1,5,2
109640,A,Least Selective,Mathematics,0.65370454,Y,LEVEL2,2,0,1393,0.406281024,0.00278076,0.002780811,0.084711574,0.489542365,0.002780459,0.0027808,0.002780576,0.002780624,0.002781029,420,SPED,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,3
100722,A,Most Selective,History,0.69230007,Y,LEVEL2,2.5,0,1377,0.002327109,0.185148239,0.200290278,0.002327236,0.002327462,0.256291449,0.002327368,0.002327355,0.344305992,0.002327475,403,HISTORY,TRUE,FALSE,FALSE,Partner 575,School 0548,Charter School,HIGH,Social Studies,1,1,1,5.5,1,NA,1,2,1
108174,A,Selective,Sociology,0.73782306,Y,LEVEL3,4,0,1692,0.002328447,0.002328723,0.002328181,0.0674868,0.129159406,0.704984725,0.002328043,0.002328416,0.084399037,0.002328225,423,PREK,TRUE,TRUE,TRUE,Partner 268,School 2487,Early Childhood Education (ECE) Center,PREK-K,General Ed,1,1,1,5.75,1,NA,1,1,1
109898,A,More Selective,Political Science,0.80297145,Y,LEVEL3,4,0,1733,0.258615792,0.002224174,0.002224109,0.002224116,0.088011146,0.415551692,0.087593958,0.002224075,0.13910678,0.00222413,410,SPANISH,FALSE,TRUE,TRUE,Partner 382,School 1503,Charter School,UPPER ELEMENTARY (3-5),Foreign Language,1,1,1,5.75,1,NA,1,1,3
105803,A,Most Selective,Creative Writing,0.76043912,Y,LEVEL3,4,0,1715,0.191368774,0.002384603,0.306283265,0.05889963,0.002384515,0.252842814,0.002384499,0.002384391,0.178683072,0.002384462,417,MSGENERALIST,TRUE,FALSE,FALSE,Partner 294,School 0286,Charter School,MIDDLE,English,1,1,1,6.5,1,NA,1,1,1
107810,A,Most Selective,Public Policy,0.77702057,N,LEVEL1,2,0,1645,0.233860001,0.002339232,0.116931699,0.05399055,0.00233906,0.581183136,0.002339104,0.002338799,0.002339314,0.002339116,423,HISTORY,FALSE,TRUE,TRUE,Partner 441,School 0440,Charter School,LOWER ELEMENTARY (1-2),English,1,1,1,5,1,NA,3,1,1
107699,A,More Selective,Biochemistry,0.68780563,Y,LEVEL1,3,0,1776,0.291666895,0.385179609,0.00209619,0.002096062,0.002096389,0.002096301,0.308479965,0.002096162,0.002096266,0.002096108,437,HSMATH,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,1,4,1
104973,A,More Selective,Criminal Justice,0.78649609,N,LEVEL3,2,0,1906,0.297663242,0.003853235,0.003853733,0.102000944,0.003853401,0.003853618,0.003853423,0.170343056,0.003853134,0.406872243,414,ELEMENTARY,TRUE,TRUE,TRUE,Partner 230,School 0117,Charter School,LOWER ELEMENTARY (1-2),Math,1,1,1,6,0,NA,1,1,1
